credit card,website,image,bank,proc
IHG Rewards Premier,chase.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Awesome Bank,Visa
TD Cash,td.com,https://www.americanexpress.com/en-us/business/credit-cards/campaign/core/assets/card-art-business-platinum-1624478767.png,Cooler Bank,Visa
Capital One Quicksilver Cash Rewards,capitalone.com,https://ecm.capitalone.com/WCM/card/products/miles_new_2021_optimized.png,Capital One,Mastercard
Citizens Cash Back Plus World Mastercard,citizensbank.com,https://www.citi.com/CRD/images/citi-business-plat/citi-business-plat_222x140.png,Citi,Mastercard
KeyBank Latitude,key.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_unlimited_card.png,Awesome Bank,Visa
Citi Rewards+,citi.com,https://www.citi.com/CRD/images/citi-business-plat/citi-business-plat_222x140.png,Citi,Mastercard
Amex Everyday,americanexpress.com,https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/platinum-delta-skymiles.png,American Express,American Express
U.S. Bank Visa Platinum,usbank.com,https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/open/category/cardarts/hilton-honors.png,U.S. Bank,Visa
Citizens Bank Clear Value,citizensbank.com,https://www.citi.com/CRD/images/citi-business-plat/citi-business-plat_222x140.png,Citi,Mastercard
Bank AmeriCard,bankofamerica.com,https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/Approved_PCM/8ckn_cshsigcm_v_250x158.png,Bank of America,Visa
Citi Simplicity,citi.com,https://www.citi.com/CRD/images/citi-business-plat/citi-business-plat_222x140.png,Citi,Mastercard
Southwest Rapid Rewards Priority,southwest.com,https://www.americanexpress.com/en-us/business/credit-cards/campaign/core/assets/card-art-business-platinum-1624478767.png,Nice Bank,Visa
Southwest Rapid Rewards Premier,southwest.com,https://www.americanexpress.com/en-us/business/credit-cards/campaign/core/assets/card-art-business-platinum-1624478767.png,Cool Bank,Visa
Costco Anywhere Visa by Citi,costco.com,https://www.citi.com/CRD/images/citi-business-plat/citi-business-plat_222x140.png,American Express,American Express
Bank Of America Customized Cash Rewards,bankofamerica.com,https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/Approved_PCM/8ckn_cshsigcm_v_250x158.png,Bank of America,Visa
The Business Platinum from American Express,americanexpress.com,https://www.americanexpress.com/en-us/business/credit-cards/campaign/core/assets/card-art-business-platinum-1624478767.png,Super Bank,American Express
The Platinum from American Express,americanexpress.com,https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/open/category/cardarts/hilton-honors.png,Cooler Bank,American Express
American Express Gold,americanexpress.com,https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/gold-delta-skymiles.png,American Express,American Express
Blue Cash Preferred from American Express,americanexpress.com,https://cards.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-angled/AA_card_Red_WE_Angle_359x246.png,Cool Bank,American Express
American Express Blue Business Cash,americanexpress.com,https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/gold-delta-skymiles.png,American Express,American Express
The Blue Business Plus from American Express,americanexpress.com,https://www.americanexpress.com/en-us/business/credit-cards/campaign/core/assets/card-art-business-platinum-1624478767.png,Awesome Bank,American Express
Citi Double Cash ,citizensbank.com,https://www.citi.com/CRD/images/citi-premier/citi-premier_222x140.png,Citi,Mastercard
Capital One Platinum Secured,capitalone.com,https://ecm.capitalone.com/WCM/card/products/miles_new_2021_optimized.png,Capital One,Mastercard
Discover It Secured,discover.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Discover,Discover
Blue Cash Everyday from American Express,americanexpress.com,https://cards.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-angled/AA_card_Red_WE_Angle_359x246.png,Cool Bank,American Express
Capital One QuicksilverOne Cash Rewards,capitalone.com,https://ecm.capitalone.com/WCM/card/products/miles_new_2021_optimized.png,Capital One,Mastercard
Capital One Platinum,capitalone.com,https://ecm.capitalone.com/WCM/card/products/miles_new_2021_optimized.png,Capital One,Mastercard
Chase Freedom Unlimited,chase.com,https://creditcards.chase.com/K-Marketplace/images/cardart/sapphire_preferred_card.png,Chase,Visa
Discover It,discover.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Discover,Discover
Journey Student Rewards from Capital One,capitalone.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_unlimited_card.png,Nice Bank,Visa
Bank Of America Premium Rewards,bankofamerica.com,https://www.bankofamerica.com/content/images/ContextualSiteGraphics/CreditCardArt/en_US/Approved_PCM/8ckn_cshsigcm_v_250x158.png,Bank of America,Visa
Hawaiian Airlines Business,hawaiianairlines.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Awesome Bank,Mastercard
Hawaiian Airlines,hawaiianairlines.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Cool Bank,Mastercard
JetBlue Plus,jetblue.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_unlimited_card.png,Awesome Bank,Visa
JetBlue Business,jetblue.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_unlimited_card.png,Super Bank,Visa
Alaska Airline Business,alaskaair.com,https://www.alaskaair.com/content/credit-card/visa-signature,Cooler Bank,Mastercard
Alaska Airlines Visa Signature,alaskaair.com,https://www.alaskaair.com/content/credit-card/visa-signature,Cooler Bank,Mastercard
Citi ,citizensbank.com,https://www.citi.com/CRD/images/citi-premier/citi-premier_222x140.png,Citi,Mastercard
CitiBusiness ,citizensbank.com,https://www.citi.com/CRD/images/citi-business-plat/citi-business-plat_222x140.png,Citi,Mastercard
The Hilton Honors American Express Business,hilton.com,https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/open/category/cardarts/hilton-honors.png,Cool Bank,American Express
Amex Hilton Surpass,hilton.com,https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/hilton-honors-surpass.png,American Express,American Express
Barclays AAdvantage Aviator Business,aa.com,https://cards.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-angled/BA5_card_rRGB_Aviator_BC_WE_Angle_L.png,Awesome Bank,Visa
Barclays AAdvantage World Elite MasterCard,aa.com,https://cards.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-angled/AA_card_Red_WE_Angle_359x246.png,Cooler Bank,Visa
American Express Platinum Delta,delta.com,https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/platinum-delta-skymiles.png,American Express,American Express
American Express Gold Delta,delta.com,https://icm.aexp-static.com/Internet/Acquisition/US_en/AppContent/OneSite/category/cardarts/gold-delta-skymiles.png,American Express,American Express
Miles & More World Elite Mastercard,mastercard.us,https://cards.barclaycardus.com/content/dam/bcuspublic/card-plastic/card-angled/LFT_card_rCMY_Lufthansa_359x246_angled_L.png,Cool Bank,Mastercard
United Business,united.com,https://creditcards.chase.com/K-Marketplace/images/cardart/united_biz_card.png,Nice Bank,Mastercard
Capital One Venture Rewards,capitalone.com,https://ecm.capitalone.com/WCM/card/products/venture-card-art.png,Capital One,Mastercard
Capital One Spark Miles for Business,capitalone.com,https://ecm.capitalone.com/WCM/card/products/miles_new_2021_optimized.png,Capital One,Mastercard
Ink Business Unlimited,chase.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_unlimited_card.png,Cool Bank,Visa
Ink Business Cash,chase.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_cash_card.png,Cooler Bank,Visa
Citi Premier,citizensbank.com,https://www.citi.com/CRD/images/citi-premier/citi-premier_222x140.png,Citi,Mastercard
Chase Sapphire Reserve,chase.com,https://creditcards.chase.com/K-Marketplace/images/cardart/sapphire_preferred_card.png,Chase,Visa
United Explorer,united.com,https://creditcards.chase.com/travel-credit-cards/united/united-explorer,Super Bank,Mastercard
Chase Sapphire Preferred,chase.com,https://creditcards.chase.com/K-Marketplace/images/cardart/sapphire_preferred_card.png,Chase,Visa
Ink Business Preferred,chase.com,https://creditcards.chase.com/K-Marketplace/images/cardart/ink_preferred_card.png,Super Bank,Visa
